-443826.630,-1172366.020,368.110
-443738.330,-1172297.130,359.250
-443843.070,-1172385.040,374.640
-443700.280,-1172298.160,357.590
-443845.470,-1172413.340,349.410
-443844.750,-1172413.380,349.310
-443845.620,-1172412.610,349.420
-443844.660,-1172413.120,349.250
-443845.300,-1172412.560,349.400
-443845.530,-1172412.360,349.240
-443850.980,-1172379.050,361.320
-443770.390,-1172430.380,361.540
-443737.460,-1172297.170,358.570
-443826.040,-1172337.230,351.340
-443828.070,-1172305.000,353.720
-443796.780,-1172330.410,349.800
-443850.800,-1172430.590,374.750
-443826.630,-1172366.020,368.100
-443828.150,-1172306.960,355.400
