-443705.940,-1172320.750,360.900
-443705.740,-1172321.250,361.390
-443705.770,-1172316.940,357.660
-443705.970,-1172317.070,357.750
-443705.560,-1172318.100,358.650
-443705.650,-1172319.290,359.790
-443707.050,-1172295.890,357.670
-443706.450,-1172294.770,356.550
-443706.880,-1172294.480,356.290
-443706.480,-1172295.460,357.270
-443703.200,-1172295.230,358.170
-443702.410,-1172295.250,358.190
-443702.410,-1172294.320,357.460
-443701.170,-1172294.530,357.930
-443701.080,-1172294.760,358.190
-443701.660,-1172294.160,357.450
-443701.560,-1172294.410,357.730
-443699.230,-1172293.520,357.680
-443698.690,-1172290.600,357.610
-443737.690,-1172423.450,350.830
-443743.410,-1172423.040,350.750
-443765.470,-1172422.050,350.840
-443802.650,-1172330.810,350.360
-443799.590,-1172324.210,351.100
-443806.410,-1172305.390,353.170
-443702.670,-1172290.950,354.060
-443838.420,-1172432.420,374.420
-443840.200,-1172415.460,374.470
-443844.100,-1172392.390,374.360
-443835.950,-1172381.590,374.630
-443813.960,-1172306.230,356.690
-443810.900,-1172305.730,356.160
-443789.460,-1172312.980,360.970
-443705.940,-1172321.340,361.410
-443705.530,-1172318.520,359.120
-443705.690,-1172319.320,359.730
-443709.060,-1172295.630,357.670
-443706.410,-1172295.440,357.240
-443706.510,-1172295.900,357.580
-443705.600,-1172295.660,357.620
-443705.820,-1172295.460,357.480
-443706.430,-1172294.890,356.720
-443706.640,-1172294.700,356.490
-443706.850,-1172294.500,356.240
-443706.130,-1172294.810,356.720
-443706.950,-1172294.050,355.830
-443704.940,-1172294.920,357.240
-443703.880,-1172294.700,357.350
-443700.990,-1172294.680,358.160
-443701.190,-1172294.490,357.900
-443701.360,-1172294.710,358.130
-443701.410,-1172293.810,357.310
-443700.290,-1172294.410,358.180
-443698.880,-1172293.730,357.970
-443699.070,-1172293.550,357.760
-443698.840,-1172293.560,357.790
-443698.060,-1172291.460,358.460
-443802.790,-1172330.890,350.270
-443767.410,-1172436.750,361.770
-443751.710,-1172437.120,361.820
-443750.770,-1172437.540,361.390
-443740.940,-1172437.850,361.520
-443810.950,-1172307.860,357.710
-443736.920,-1172313.420,358.310
-443715.260,-1172326.390,360.820
-443715.910,-1172316.800,358.640
-443715.080,-1172316.630,358.330
-443714.040,-1172320.850,361.740
-443705.700,-1172320.710,361.090
-443705.930,-1172317.100,357.900
-443773.330,-1172425.140,354.010
-443806.370,-1172305.380,353.250
-443756.110,-1172328.800,353.820
-443720.120,-1172328.760,352.610
-443844.700,-1172399.720,374.750
-443833.740,-1172366.900,371.050
-443737.930,-1172438.120,361.700
-443735.110,-1172438.100,361.730
-443814.010,-1172306.210,356.730
-443767.090,-1172294.080,359.030
-443723.320,-1172296.120,357.540
-443715.630,-1172316.510,358.280
-443715.870,-1172316.850,358.600
-443706.050,-1172321.550,361.680
-443705.510,-1172296.060,358.100
-443706.410,-1172294.800,356.670
-443706.820,-1172294.440,356.240
-443702.570,-1172295.130,358.200
-443701.460,-1172294.450,357.860
-443698.450,-1172290.690,357.780
